Price,Close,High,Low,Open,Volume
Ticker,1810.HK,1810.HK,1810.HK,1810.HK,1810.HK
Date,,,,,
2018-07-09,21.450000762939453,21.799999237060547,16.0,16.600000381469727,1867633703
2018-07-16,19.8799991607666,22.200000762939453,19.399999618530273,19.940000534057617,717172673
2018-07-23,19.040000915527344,19.979999542236328,18.1200008392334,19.8799991607666,377557555
2018-07-30,17.0,18.920000076293945,16.899999618530273,18.860000610351562,312915802
2018-08-06,18.15999984741211,18.600000381469727,17.020000457763672,17.200000762939453,270922234
2018-08-13,16.360000610351562,18.059999465942383,15.520000457763672,17.979999542236328,267114478
2018-08-20,17.040000915527344,18.959999084472656,16.280000686645508,16.600000381469727,310680565
2018-08-27,16.799999237060547,17.6200008392334,16.6200008392334,17.34000015258789,114967688
2018-09-03,16.5,16.940000534057617,16.360000610351562,16.799999237060547,93790272
2018-09-10,16.68000030517578,16.84000015258789,15.579999923706055,16.5,137040113
2018-09-17,16.760000228881836,16.760000228881836,16.100000381469727,16.5,86191167
2018-09-24,15.5,16.639999389648438,15.199999809265137,16.600000381469727,107284975
2018-10-01,14.279999732971191,15.640000343322754,14.0,15.5,127275846
2018-10-08,13.0600004196167,14.279999732971191,12.380000114440918,14.199999809265137,224739308
2018-10-15,12.279999732971191,13.180000305175781,12.0,13.079999923706055,112742155
2018-10-22,12.279999732971191,13.279999732971191,11.65999984741211,12.260000228881836,168962351
2018-10-29,13.479999542236328,13.539999961853027,11.399999618530273,12.279999732971191,185062844
2018-11-05,13.199999809265137,14.119999885559082,12.699999809265137,13.0600004196167,162428395
2018-11-12,12.9399995803833,13.5600004196167,12.739999771118164,13.380000114440918,124153681
2018-11-19,14.4399995803833,15.15999984741211,12.960000038146973,13.0,351558400
2018-11-26,14.279999732971191,14.859999656677246,13.739999771118164,14.5,174734149
2018-12-03,13.640000343322754,14.979999542236328,13.020000457763672,14.800000190734863,193229065
2018-12-10,13.539999961853027,13.819999694824219,13.15999984741211,13.5,78481718
2018-12-17,13.680000305175781,13.680000305175781,12.680000305175781,13.539999961853027,125424803
2018-12-24,12.9399995803833,13.420000076293945,12.84000015258789,13.420000076293945,45327223
2018-12-31,11.960000038146973,13.100000381469727,11.5,13.100000381469727,108616030
2019-01-07,10.34000015258789,12.380000114440918,9.4399995803833,12.319999694824219,863475385
2019-01-14,10.15999984741211,10.479999542236328,9.59000015258789,10.420000076293945,724701700
2019-01-21,10.100000381469727,10.479999542236328,9.890000343322754,10.220000267028809,289715664
2019-01-28,10.4399995803833,10.4399995803833,9.819999694824219,10.199999809265137,288279700
2019-02-04,10.260000228881836,10.5,10.0,10.460000038146973,107326036
2019-02-11,11.140000343322754,11.5600004196167,10.220000267028809,10.34000015258789,605891717
2019-02-18,11.920000076293945,11.920000076293945,10.619999885559082,11.380000114440918,599810226
2019-02-25,11.880000114440918,12.479999542236328,11.600000381469727,12.079999923706055,799137254
2019-03-04,11.739999771118164,12.680000305175781,11.720000267028809,11.960000038146973,554043375
2019-03-11,11.579999923706055,12.380000114440918,11.5,11.65999984741211,672339683
2019-03-18,11.279999732971191,12.300000190734863,11.140000343322754,11.699999809265137,611782877
2019-03-25,11.380000114440918,11.380000114440918,10.880000114440918,11.100000381469727,231004434
2019-04-01,11.84000015258789,11.9399995803833,11.199999809265137,11.5,268288365
2019-04-08,11.619999885559082,11.960000038146973,11.420000076293945,11.899999618530273,230104361
2019-04-15,11.699999809265137,12.0,11.4399995803833,11.680000305175781,185546288
2019-04-22,12.020000457763672,12.460000038146973,11.699999809265137,11.699999809265137,476690533
2019-04-29,11.800000190734863,12.119999885559082,11.579999923706055,12.100000381469727,230518503
2019-05-06,10.640000343322754,11.539999961853027,10.420000076293945,11.5,431080356
2019-05-13,10.15999984741211,10.739999771118164,10.0600004196167,10.640000343322754,258499457
2019-05-20,9.770000457763672,10.5,9.619999885559082,10.039999961853027,456672554
2019-05-27,9.579999923706055,10.039999961853027,9.569999694824219,9.800000190734863,240610700
2019-06-03,9.210000038146973,9.65999984741211,8.90999984741211,9.59000015258789,409710341
2019-06-10,9.550000190734863,9.880000114440918,9.210000038146973,9.289999961853027,307344898
2019-06-17,9.800000190734863,10.0,9.479999542236328,9.600000381469727,297801633
2019-06-24,10.0,10.380000114440918,9.630000114440918,9.850000381469727,351750026
2019-07-01,9.949999809265137,10.319999694824219,9.649999618530273,10.0,351372116
2019-07-08,9.4399995803833,9.850000381469727,9.270000457763672,9.819999694824219,413498938
2019-07-15,9.109999656677246,9.449999809265137,8.989999771118164,9.449999809265137,387570714
2019-07-22,9.119999885559082,9.260000228881836,8.920000076293945,9.029999732971191,262939126
2019-07-29,8.800000190734863,9.149999618530273,8.789999961853027,9.109999656677246,195030408
2019-08-05,8.9399995803833,9.25,8.369999885559082,8.800000190734863,464481268
2019-08-12,8.920000076293945,9.09000015258789,8.65999984741211,9.0,336514548
2019-08-19,8.960000038146973,9.630000114440918,8.8100004196167,9.0,625040639
2019-08-26,8.529999732971191,8.90999984741211,8.460000038146973,8.699999809265137,671347141
2019-09-02,9.079999923706055,9.180000305175781,8.279999732971191,8.529999732971191,640709009
