Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-06-01 00:00:00+08:00,46.48903371663111,51.50321009425735,43.898929396181146,44.99474334716797,249538100,0.0,0.0
2015-06-08 00:00:00+08:00,45.492830873210046,45.62565463002085,42.138980344721936,45.0279426574707,115842155,0.0,0.0
2015-06-15 00:00:00+08:00,44.496634289734345,44.82869872473236,42.86952058500453,44.16456985473633,63049704,0.0,0.0
2015-06-22 00:00:00+08:00,43.26800612501516,43.96533854714882,42.371430439162346,42.40463638305664,67310853,0.0,0.0
2015-06-29 00:00:00+08:00,42.404639105535594,43.5004530585592,41.84013042273634,42.53746795654297,45194969,0.0,0.0
2015-07-06 00:00:00+08:00,41.57447389400304,42.37142919125012,37.15801761640434,40.545074462890625,96922163,0.0,0.0
2015-07-13 00:00:00+08:00,40.17980854920404,44.82871201770699,40.013776282471795,44.72909164428711,53619569,0.0,0.0
2015-07-20 00:00:00+08:00,44.99473698437214,44.99473698437214,42.43784150491365,42.50425338745117,31307862,0.0,0.0
2015-07-27 00:00:00+08:00,42.17219570436733,43.16838930368309,41.806925224641816,42.90273666381836,35359023,0.0,0.0
2015-08-03 00:00:00+08:00,42.969140641755395,43.06876099671654,41.27561487502293,41.3752326965332,29334449,0.0,0.0
2015-08-10 00:00:00+08:00,40.81073009343158,41.40844471051408,39.18361343560193,39.41605758666992,40534590,0.0,0.0
2015-08-17 00:00:00+08:00,39.449260231328935,39.71491028848366,35.39807215857346,36.228233337402344,42624235,0.0,0.0
2015-08-24 00:00:00+08:00,35.19883435612187,35.862963306237376,33.27285938740654,34.93318176269531,80822539,0.0,0.0
2015-08-31 00:00:00+08:00,35.56411266742133,36.29465619480355,34.86677762167806,35.82976531982422,39989019,0.0,0.0
2015-09-07 00:00:00+08:00,36.19502763666659,39.01757566337912,35.69693092607026,38.85154342651367,63897671,0.0,0.0
2015-09-14 00:00:00+08:00,39.74811672216406,43.73289042998806,37.58969763042606,41.474853515625,131856470,0.0,0.0
2015-09-21 00:00:00+08:00,41.07637114565425,41.07637114565425,37.191218122973865,37.65610885620117,84329854,0.35,0.0
2015-09-28 00:00:00+08:00,37.874863090028875,38.44265101597036,36.30509212437438,38.008460998535156,28806533,0.0,0.0
2015-10-05 00:00:00+08:00,39.41122829858308,39.74522175874057,37.94165656425658,38.27565002441406,26599506,0.0,0.0
2015-10-12 00:00:00+08:00,38.34245141021202,38.34245141021202,36.97307614342962,38.242252349853516,28166516,0.0,0.0
2015-10-19 00:00:00+08:00,38.309051622371165,38.776643009932364,37.40727023420663,38.74324417114258,16406595,0.0,0.0
2015-10-26 00:00:00+08:00,38.509448603506904,39.01043881492373,36.27169079694431,36.40528869628906,25438213,0.0,0.0
2015-11-02 00:00:00+08:00,35.93770137942902,37.03988098823078,34.969119685052966,35.26971435546875,23432660,0.0,0.0
2015-11-09 00:00:00+08:00,34.96911071092721,36.03789120388339,33.66653838701854,35.60369873046875,25768083,0.0,0.0
2015-11-16 00:00:00+08:00,34.73532675429239,35.9377029399996,34.534931148035916,35.77070617675781,17498283,0.0,0.0
2015-11-23 00:00:00+08:00,35.40331060159204,35.63710502969378,33.933738708496094,33.933738708496094,19290443,0.0,0.0
2015-11-30 00:00:00+08:00,34.26773415327899,35.73730612993813,33.66654735476044,34.969120025634766,27317469,0.0,0.0
2015-12-07 00:00:00+08:00,34.80212333076123,35.236315920614324,33.833544173373774,34.167537689208984,18058293,0.0,0.0
2015-12-14 00:00:00+08:00,33.666536832078535,34.534919190632635,33.46613874703971,34.00053024291992,23795424,0.0,0.0
2015-12-21 00:00:00+08:00,33.59974708580059,34.40133203111061,33.53294940209487,34.13413619995117,9387844,0.0,0.0
2015-12-28 00:00:00+08:00,33.96713413106294,34.601722219709565,33.432745100475,33.666542053222656,8844515,0.0,0.0
2016-01-04 00:00:00+08:00,33.46614833755498,33.633145090832535,30.460206778558966,32.23037338256836,21033962,0.0,0.0
2016-01-11 00:00:00+08:00,31.49558336422007,31.896374485079605,29.959211455200318,29.992612838745117,29035722,0.0,0.0
2016-01-18 00:00:00+08:00,29.458221219166635,30.25980600739703,26.318684833196595,26.686077117919922,48584548,0.0,0.0
2016-01-25 00:00:00+08:00,27.12027257099372,27.888458679640358,25.517105217711787,27.8216609954834,41731117,0.0,0.0
2016-02-01 00:00:00+08:00,27.921855076748443,27.955253915902365,26.318687863847458,26.853076934814453,34526594,0.0,0.0
2016-02-08 00:00:00+08:00,26.853075625130888,26.853075625130888,25.617298251362694,26.051490783691406,12419517,0.0,0.0
2016-02-15 00:00:00+08:00,26.318684630948656,27.7214560884463,26.25188441267824,27.587858200073242,23307276,0.0,0.0
2016-02-22 00:00:00+08:00,27.72145481894334,28.322644015006766,26.151686709908795,27.020069122314453,23594257,0.0,0.0
2016-02-29 00:00:00+08:00,26.98667315255136,30.56040223014237,26.51908178912325,30.460203170776367,61227927,0.0,0.0
2016-03-07 00:00:00+08:00,31.061394047309797,31.061394047309797,29.525024528796905,30.360008239746094,28647114,0.0,0.0
2016-03-14 00:00:00+08:00,30.727398387018813,32.09677106637194,30.293205868804655,31.26178741455078,48760761,0.0,0.0
2016-03-21 00:00:00+08:00,31.528983923267987,33.29914777670051,31.32858835188271,32.6645622253418,41954401,0.0,0.0
2016-03-28 00:00:00+08:00,32.66456832836301,33.933742216379784,32.56436924986529,32.99856185913086,22194489,0.0,0.0
2016-04-04 00:00:00+08:00,32.998550503519944,33.73333499908447,32.263763459787874,33.39934158325195,31143046,0.0,0.0
2016-04-11 00:00:00+08:00,33.33254651257269,34.73531794893569,33.098749574400365,34.568321228027344,24439481,0.0,0.0
2016-04-18 00:00:00+08:00,33.900341492132696,35.403312297202625,33.566347979894935,34.86892318725586,24879017,0.0,0.0
2016-04-25 00:00:00+08:00,34.4347339387231,36.73928990610328,34.267737166422634,35.5703125,31980397,0.0,0.0
2016-05-02 00:00:00+08:00,35.57029924687651,35.804093621720405,32.33056409060643,32.397361755371094,27895334,0.0,0.0
2016-05-09 00:00:00+08:00,32.73136067578071,32.83155973793295,30.159611927665136,30.52700424194336,28463645,0.0,0.0
2016-05-16 00:00:00+08:00,30.39340855650353,30.99459787688846,29.42482689506923,30.6272029876709,24650426,1.05,0.0
2016-05-23 00:00:00+08:00,31.405448791500863,33.21664282924358,30.516938262869406,32.94325637817383,32255270,0.0,0.0
2016-05-30 00:00:00+08:00,32.738219396631756,33.831770532569664,32.567351868689485,33.69507598876953,29075308,0.0,0.0
2016-06-06 00:00:00+08:00,33.55838001055983,35.1987092515845,33.35333950723961,33.421688079833984,22817962,0.0,0.0
2016-06-13 00:00:00+08:00,32.49899730368627,32.80655931874573,31.371273391443037,31.918048858642578,20435750,0.0,0.0
2016-06-20 00:00:00+08:00,32.533173229124515,33.11412433403504,31.097887171780997,31.952224731445312,30076249,0.0,0.0
2016-06-27 00:00:00+08:00,31.302924894131145,33.18246735904027,30.5852819289757,33.07994842529297,27663445,0.0,0.0
2016-07-04 00:00:00+08:00,33.38751483554266,34.82280367408255,33.07995536257064,33.66090393066406,27443352,0.0,0.0
2016-07-11 00:00:00+08:00,34.51524554128668,36.087226499938495,33.96846989574239,35.916358947753906,28096629,0.0,0.0
