Price,Close,High,Low,Open,Volume
Ticker,1398.HK,1398.HK,1398.HK,1398.HK,1398.HK
Date,,,,,
2008-01-28,1.9186688661575317,1.9374791247470202,1.7493743447028958,1.768184786138154,825302302
2008-02-04,1.8321402072906494,2.0014341458083966,1.7907569154195475,1.9750996062883734,1314905307
2008-02-11,1.9826240539550781,1.9939103916295022,1.7644226836060564,1.8170921375228588,2019080678
2008-02-18,1.9525271654129028,2.054103640712028,1.8998577193949235,2.008958845321979,1609629602
2008-02-25,2.084199905395508,2.1030107045622257,1.903619305202655,1.9750991718237492,1920737571
2008-03-03,1.9111441373825073,2.103011107566712,1.6865466848705937,1.997672038243146,2083643979
2008-03-10,1.8509504795074463,2.0127206673543414,1.835902094192519,1.888571168526189,2078297128
2008-03-17,1.8020436763763428,1.9149068772257722,1.70046699674221,1.7757089477960535,2333995094
2008-03-24,2.091724395751953,2.1067731475993203,1.8020431908077676,1.8020431908077676,2382371033
2008-03-31,2.2083497047424316,2.2572567331347875,2.020244961744055,2.0465795014287287,2020772748
2008-04-07,2.317450523376465,2.324974625526488,2.0981201115943393,2.0981201115943393,2296391495
2008-04-14,2.2008259296417236,2.4002168551834013,2.133108087770167,2.4002168551834013,1930425145
2008-04-21,2.317450523376465,2.3776437062681275,2.227160200501755,2.257256791947586,1806826563
2008-04-28,2.3588335514068604,2.3814060416645195,2.2911157149423893,2.336261061149201,1288344530
2008-05-05,2.2196359634399414,2.3738815109061204,2.1820147235935288,2.3663574092134203,1702447857
2008-05-12,2.2948780059814453,2.3249745970587643,2.219636071173806,2.219636071173806,1047195246
2008-05-19,2.1895389556884766,2.3212125716100878,2.101506046412273,2.27230517631185,1056879099
2008-05-26,2.1933014392852783,2.2196365333544468,2.133108244596998,2.136870296409294,1042494220
2008-06-02,2.2083497047424316,2.242208529226822,2.151918208704625,2.200825602788449,1195942661
2008-06-09,2.0240073204040527,2.2083500404486185,2.00143446257345,2.2083500404486185,1378726358
2008-06-16,2.0901758670806885,2.182559378365431,2.0670800828018163,2.0978743994787705,1137215724
2008-06-23,2.0632307529449463,2.186408577106179,2.0285866098839627,2.078628004350678,1282675778
2008-06-30,1.9669984579086304,2.094025579114453,1.836121508430227,2.094025579114453,1740904946
2008-07-07,2.1440658569335938,2.171011280184481,1.9631486711919424,1.9746964691906719,2222749123
2008-07-14,2.1363673210144043,2.1825592612630333,2.0093402336691417,2.155614212230822,1672059804
2008-07-21,2.2249019145965576,2.3095867153003047,2.163313087684062,2.232600447803877,2243964273
2008-07-28,2.2710933685302734,2.2826411658312034,2.155614085928732,2.2325999625220834,1405349200
2008-08-04,2.205655097961426,2.2672441036784328,2.171011329016765,2.2326001476491504,846160194
2008-08-11,2.0093400478363037,2.2325998868540267,1.990093532569124,2.205654840313815,573584181
2008-08-18,1.9708476066589355,2.0362857033019397,1.9477514446794262,1.966998339871345,1088888710
2008-08-25,2.08247709274292,2.1132714058422275,2.001641389446695,2.0054906551985328,1827359316
2008-09-01,1.9592995643615723,2.0824773959470386,1.909258166878738,2.0593816109887113,1763766319
2008-09-08,1.847669005393982,2.0978742884428474,1.83997028631875,2.0786279584663094,2958899934
2008-09-15,1.7976281642913818,1.8630664342226608,1.3280121026750527,1.847668996149237,3395562940
2008-09-22,1.824573040008545,1.8861620381173665,1.7706829472902237,1.8476688207570537,2323363541
2008-09-29,1.6783000230789185,1.8399707305955606,1.5859164943770339,1.832272196746068,1844519200
2008-10-06,1.4434915781021118,1.6906175886129724,1.4049986302455233,1.6906175886129724,2880845465
2008-10-13,1.3896013498306274,1.7706833060744358,1.3896013498306274,1.5012312912084034,4407158817
2008-10-20,1.2125327587127686,1.5204775774135697,1.2009848677669677,1.4049982937863452,3081057088
2008-10-27,1.3626559972763062,1.424245104725953,1.004670274880441,1.2009851163965508,3746575525
2008-11-03,1.431943416595459,1.6090118977529642,1.3241627524589523,1.347643462162413,2921077211
2008-11-10,1.4434915781021118,1.58976567796348,1.3549574145084207,1.3703549491118956,2505301313
2008-11-17,1.2895194292068481,1.4704371190025587,1.2009851709242352,1.4434915967965805,2569368345
2008-11-24,1.4627379179000854,1.5243270197314758,1.24717657597295,1.3353258955349625,2720425653
2008-12-01,1.5666700601577759,1.5666700601577759,1.4357932001034222,1.4434917343828317,1892664223
2008-12-08,1.6436560153961182,1.7398888193938609,1.5974644341117188,1.6167109574943317,2375029090
2008-12-15,1.6859983205795288,1.73218989137052,1.585916272057988,1.6859983205795288,1578411040
2008-12-22,1.5936146974563599,1.7129432569483323,1.5397242233567527,1.7090939908225384,509637852
2008-12-29,1.6552035808563232,1.6552035808563232,1.5589707079327357,1.57821750701901,675404079
2009-01-05,1.4049986600875854,1.7629847758735608,1.3896014993263808,1.6859985043558965,2649147898
2009-01-12,1.3241629600524902,1.4049985877556328,1.2356287991362442,1.3703549076696975,2830815824
2009-01-19,1.2471767663955688,1.354957453815409,1.2163823510915637,1.3511081869807817,1814657438
2009-01-26,1.2895194292068481,1.347258804968343,1.2456371332004954,1.2510260131401054,864190621
2009-02-02,1.4049986600875854,1.4165465540440711,1.174040126161577,1.1971359140745481,1553173510
2009-02-09,1.3742042779922485,1.4319436516872803,1.3203137032206451,1.4319436516872803,1295963713
2009-02-16,1.2548750638961792,1.4323282762789558,1.2048341404823353,1.3857518791906505,1520797543
2009-02-23,1.2240809202194214,1.2856700285319607,1.2240809202194214,1.2510259738679037,1778671140
2009-03-02,1.193286418914795,1.2587245084560568,1.1509438340502824,1.193286418914795,2324601371
2009-03-09,1.2895194292068481,1.2895194292068481,1.2048344376970477,1.216382331557812,1997546361
2009-03-16,1.274121880531311,1.3780532754248713,1.2702722404789921,1.3010670223398986,2008568955
