Price,Close,High,Low,Open,Volume
Ticker,9988.HK,9988.HK,9988.HK,9988.HK,9988.HK
Date,,,,,
2019-11-25,197.5115966796875,203.88294781834838,186.16264977494055,186.16264977494055,206493184
2019-12-02,196.61563110351562,198.0093560832541,187.65593145829212,197.1133921949169,102918918
2019-12-09,201.09547424316406,202.0909963928827,192.8326373624069,196.11786349457088,49134287
2019-12-16,206.07308959960938,207.46681456419455,199.10443439575783,200.69727594710903,50351530
2019-12-23,211.8471221923828,212.64354297165693,206.86951130999816,208.0641348836779,28438100
2019-12-30,211.0507049560547,214.0372715356215,205.2766731974662,210.05518276286574,39607752
2020-01-06,217.02383422851562,218.01935640387578,206.86951107793453,210.05517900099449,62197238
2020-01-13,219.4130859375,226.38174130998547,215.23189575210137,218.8157817341363,90451040
2020-01-20,213.63906860351562,221.8023475445661,210.8516034262034,220.0104045598323,69701377
2020-01-27,199.50265502929688,213.63908328794494,198.7062493728639,213.63908328794494,69621681
2020-02-03,214.4354705810547,218.21845788700944,199.1044351506405,200.29905872345176,105795415
2020-02-10,214.03726196289062,217.02382840888444,206.27218616521418,210.25427475987263,113684959
2020-02-17,211.6480255126953,216.82473790766875,211.05070611731009,213.43995331792453,66722974
2020-02-24,199.10443115234375,206.67040561231784,198.6066700744629,205.4757668730337,145548538
2020-03-02,202.88742065429688,207.2677121125146,199.70175275827827,200.29905694414646,82792069
2020-03-09,190.8415985107422,200.0999578055075,176.20742553022302,192.63354146948112,198500945
2020-03-16,182.18055725097656,185.0675654700255,166.8495218972981,184.1716015925173,205182378
2020-03-23,183.07652282714844,185.16712548134885,169.23877060123283,171.72757605125096,134015855
2020-03-30,182.87742614746094,186.56085527042734,176.70519151026545,179.39309842754022,76137880
2020-04-06,190.8415985107422,191.04069990827696,184.37070435285264,185.1671251334547,56977460
2020-04-13,206.67041015625,210.85160026428588,190.841598417343,190.841598417343,92171398
2020-04-20,197.11338806152344,206.86950828649944,196.41652558626714,204.4802459835973,93942333
2020-04-27,196.1178741455078,201.49368796975773,195.42101164095146,197.61115745118428,48731838
2020-05-04,192.5339813232422,194.72414224644353,186.06308722760477,188.95011063070527,115395346
2020-05-11,196.018310546875,198.805775680166,193.2308606040469,196.018310546875,95872709
2020-05-18,197.31248474121094,210.8515918960968,195.1223390753959,197.41204303120983,158158822
2020-05-25,193.42996215820312,202.29010346322733,189.4478734475472,192.83264277541957,150452712
2020-06-01,211.2498016357422,212.6435417893383,198.6066731028748,199.10443418834566,133714174
2020-06-08,211.0507049560547,219.6122018936648,206.4712967912003,213.63906873453118,118189886
2020-06-15,218.0193634033203,218.81578420726987,204.48025530756803,208.86056213405888,114605796
2020-06-22,213.63906860351562,223.79339192972293,211.05070482662646,215.2318949973632,131823410
2020-06-29,219.81130981445312,220.40861403380637,207.46682513845906,210.05518899371398,120247864
2020-07-06,254.25636291503906,262.61874328962233,222.00144982397427,222.99697202049435,227168285
2020-07-13,237.73068237304688,257.242906571019,230.56292623521097,252.8626153730253,162264143
2020-07-20,237.92979431152344,256.4465124136262,234.1468070960929,236.93427215959238,151697719
2020-07-27,244.89845275878906,248.48233863144424,234.54502831183837,239.7217405353137,79870945
2020-08-03,248.0841064453125,256.6455874656954,239.5226254249296,243.7038152432991,113509455
2020-08-10,245.6948699951172,249.8760599927601,236.93427202500757,243.70382569238603,83636356
2020-08-17,251.6680145263672,257.4420463090484,240.11995096100475,241.51369115156268,114199830
2020-08-24,275.7596130371094,282.72826751819156,258.0393323661551,259.831259937493,163761174
2020-08-31,272.7730712890625,290.6924701328695,264.01248845112696,281.5336541269981,183652261
2020-09-07,264.8088684082031,273.37036421487835,257.4420112279188,269.98559528133393,148458553
2020-09-14,268.39276123046875,271.7775302563782,262.8178314567174,265.6052811531315,96957816
2020-09-21,256.8447265625,267.9945873098318,254.25636277677015,265.80442632630815,89381534
2020-09-28,274.36590576171875,274.7641085384882,260.0303931315477,260.8267986850866,63751823
2020-10-05,284.91845703125,291.687995630719,276.1578437120792,283.72381827561406,104196471
2020-10-12,292.6835021972656,296.66559066253456,282.92739760972637,286.71036949936223,88305466
2020-10-19,296.66558837890625,300.24947404624555,294.077224820221,296.86470495300654,86047511
2020-10-26,291.8871154785156,308.01455657425595,291.2897960940232,296.6656097926033,97056778
2020-11-02,280.73724365234375,300.2494836845072,270.78202224623226,297.06380068218164,231772294
2020-11-09,255.8491973876953,291.6879954653491,247.2877006596262,290.0951539190461,313118799
2020-11-16,251.86709594726562,254.45545953120887,243.9029190003165,252.26529871842826,133945860
2020-11-23,268.39276123046875,273.7685744340806,259.4330624308079,262.0214259380057,144389599
2020-11-30,262.8178405761719,265.40620417318263,252.86261934222597,262.8178405761719,99011642
2020-12-07,257.2429504394531,261.6232423844315,251.86713621693747,259.8313144372359,78711940
2020-12-14,254.45547485351562,257.6411275955683,243.90293368719077,257.6411275955683,108982375
2020-12-21,227.5763702392578,253.858149000803,227.5763702392578,253.858149000803,42023210
2020-12-28,231.16024780273438,235.34143793230533,206.27219323330857,218.41756082509576,187561620
2021-01-04,223.19606018066406,231.55845524961387,215.4309844703758,223.7933795393256,171674747
2021-01-11,239.92083740234375,243.1065052343239,216.22740726808618,226.1826287370631,224340291
2021-01-18,249.4778594970703,268.7909833345531,235.54054925009348,237.53159357109018,261445365
2021-01-25,245.6948699951172,262.0214423917902,240.9163606304699,251.46890151113004,185401487
2021-02-01,256.8447265625,266.20262912851433,243.90293801477713,244.89846021075581,224891570
2021-02-08,259.831298828125,261.8223432635896,251.86712108626676,258.4375737994852,65348464
2021-02-15,255.8491973876953,268.1936662049243,251.2697893349211,259.83128606299016,129467282
2021-02-22,231.35934448242188,255.25187638176166,229.76651813674349,254.85367359295773,157076831
2021-03-01,225.98353576660156,235.54055480912763,220.2095040613447,233.74861183984612,117280167
2021-03-08,224.98800659179688,233.35038660132466,217.62114873533014,227.7754716584603,153543416
2021-03-15,233.54949951171875,237.53158806134422,218.41755087077212,225.98352519124543,177031653
2021-03-22,215.0327911376953,233.35039319546195,213.04174677530924,231.35934883307587,120299130
2021-03-29,224.5897979736328,225.18710213567851,213.4399379965671,215.03277947627996,102525213
2021-04-05,217.02383422851562,224.58980883743803,215.829210656176,224.58980883743803,72922447
2021-04-12,234.54502868652344,240.5181616901823,225.58532918103512,228.97009847359004,187129629
2021-04-19,223.39517211914062,233.35039396385213,219.2139819824544,230.96114679730658,96893917
2021-04-26,223.9924774169922,232.75307512739363,222.39963594584208,224.9879995388455,87682258
2021-05-03,218.81578063964844,225.78443597727758,218.0193598486839,223.9924929952232,62023514
2021-05-10,203.683837890625,220.20949646021703,199.30353131797244,218.81577152691906,148586823
2021-05-17,207.068603515625,209.6569671357552,202.2900942425566,203.68383434203525,115880702
2021-05-24,206.47128295898438,208.4623272119754,202.4891944530023,205.0775580580755,112811877
2021-05-31,209.25875854492188,218.61667612199855,206.86951139656264,207.46681558842099,150285688
2021-06-07,204.28114318847656,211.64801625049586,203.48472242630385,210.65249409539564,89671248
2021-06-14,206.07308959960938,208.66145332293937,200.29905796403983,204.28114665195497,70570605
2021-06-21,214.6345977783203,215.43100340592022,200.896388035731,205.07757834248505,93139855
2021-06-28,211.0507049560547,223.99249346751088,209.65697996177545,219.81130329420998,91062941
2021-07-05,194.62457275390625,208.86054198320508,189.0496428545917,208.06412125609415,130437757
2021-07-12,208.4623260498047,213.24083526843555,194.42547325875026,198.40756174253227,175964325
2021-07-19,204.28114318847656,207.86502902302243,199.5026338059029,204.87846255772172,96686917
2021-07-26,188.1536865234375,198.30800942470512,173.71861533513146,198.30800942470512,246327840
2021-08-02,192.63352966308594,196.7151764194705,185.6648748432327,188.15368013603745,110030355
2021-08-09,183.17608642578125,192.03622800823422,180.68728090369183,186.16265305228856,95840510
2021-08-16,157.1929473876953,183.07652427218483,154.40549741404382,183.07652427218483,185734050
2021-08-23,155.20188903808594,171.52846056335744,150.52293821449084,155.20188903808594,253150307
2021-08-30,164.16159057617188,171.13024537645384,153.60906527859348,155.20189154723792,199608887
2021-09-06,167.14816284179688,172.62353466460152,159.58220361910796,163.763393609339,129586536
2021-09-13,154.2063751220703,162.2701106217922,148.43235879832747,160.7768273952113,140620259
2021-09-20,143.65383911132812,153.60905990642416,143.15607807157332,153.50950162228864,104809938
2021-09-27,141.56324768066406,152.31489001385202,140.36862413041266,141.56324768066406,137153905
2021-10-04,154.80369567871094,154.80369567871094,131.40892494913084,142.8574297742445,178487941
2021-10-11,161.0754852294922,169.73652480614123,158.0889188106158,162.27010875895027,180302541
2021-10-18,173.6190643310547,179.09443639091603,159.18399253687477,161.77235631408539,180728979
2021-10-25,162.27011108398438,176.00831984575166,161.77235000703965,173.61905756213937,126305891
2021-11-01,159.18399047851562,166.15264573732054,155.89877943744938,160.37862924668113,119354594
2021-11-08,161.67279052734375,164.95801664912864,154.00727303682064,155.40101315630093,106125925
2021-11-15,138.67623901367188,165.25667747269327,138.57668072214184,162.5687706964709,200932779
2021-11-22,128.52191162109375,139.07443696673934,128.52191162109375,138.3775745216293,195610734
2021-11-29,118.86534118652344,132.60354171658074,115.48056450106667,132.40444033311954,282102080
2021-12-06,120.65728759765625,126.13265969746334,109.00968089615928,109.40789129519158,326167829
2021-12-13,116.4760971069336,126.13265938454398,114.88326310998767,124.24117328548847,196125104
2021-12-20,112.49400329589844,119.36310767106592,111.49848114283739,117.67071545372337,161384101
2021-12-27,118.36758422851562,119.76131674666411,108.71101489188277,112.49400207039562,98652498
2022-01-03,128.2232666015625,128.2232666015625,113.38998381624516,116.47610121836925,182134196
2022-01-10,128.72100830078125,134.39548113273787,123.34518753642558,128.22324725954888,177224746
2022-01-17,126.5308609008789,131.90668190904861,122.94698276050946,128.72101413877158,183346496
2022-01-24,109.50743865966797,121.45370469526812,107.51639432040128,121.45370469526812,250673483
2022-01-31,119.86087036132812,120.25908074696005,114.18638945534373,114.18638945534373,43293069
2022-02-07,121.85191345214844,122.44922522689188,110.10474896952482,116.87430267056746,197492036
2022-02-14,118.96489715576172,123.4447468394515,116.87430215575274,118.46713607979619,110979450
2022-02-21,104.8284912109375,116.57564867126828,103.13609890551895,115.28147436207587,214134091
2022-02-28,98.55669403076172,106.12266094235979,97.76027326312767,102.83744236513986,210060546
2022-03-07,90.39341735839844,99.50243926713391,87.65573135200151,95.81901022389248,291216456
2022-03-14,97.90959930419922,103.5343008197003,70.68207075191079,85.76423243844218,641723613
2022-03-21,106.91908264160156,118.86534868881445,96.81453109095439,104.33072651708505,386027834
2022-03-28,109.20877838134766,115.18191136691412,105.22668972430334,106.91908196068599,172525609
2022-04-04,103.335205078125,114.08684003960221,101.04550103143825,110.10475132900366,162242666
2022-04-11,95.0723648071289,102.5387808914584,93.42975174953018,102.33967950063543,156813723
2022-04-18,86.26200103759766,95.07237107930352,83.02655385427057,95.07237107930352,129146409
2022-04-25,101.64280700683594,103.33519916920471,80.83639316466596,84.42027887545584,252033545
2022-05-02,89.94542694091797,102.63833466493064,88.90013321490285,101.64281249049827,211294988
2022-05-09,81.83191680908203,89.94542376309751,79.54222044592267,89.94542376309751,251005801
2022-05-16,87.65573120117188,91.38893938528939,82.37946059619318,85.61490768909503,244816705
2022-05-23,90.59252166748047,91.98625428910344,79.29334603349491,85.8140119919822,268532690
2022-05-30,91.88670349121094,97.06341597160377,90.59252157349685,91.28938408596952,219514991
2022-06-06,112.2948989868164,115.77922643203391,90.84139410745622,92.43422799193802,488333907
2022-06-13,104.03206634521484,109.30833686301686,96.764751495447,105.72445098929326,378174529
2022-06-20,113.38997650146484,114.98281045188187,99.20378560155734,101.54326117828529,346834986
